dataset,subject,session,task,stage,n_trials,mu_ERD_CV_contra,beta_ERD_CV_contra,mu_onset_latency_mean,mu_onset_latency_SD,beta_onset_latency_mean,beta_onset_latency_SD
PhysionetMI,34,0,T1,late,7,1.278139702704731,2684.174042569078,0.7848214285714287,0.209507744243403,0.6214285714285713,0.1347060764806707
PhysionetMI,34,0,T2,early,8,0.8423923148948449,1.1994008613618603,0.915625,0.5488357706317983,0.6473214285714286,0.1882679850204847
PhysionetMI,34,0,T2,mid,8,0.7720783796001951,3.8114393495071774,0.63046875,0.1911477846744175,0.6796875,0.1312406990752106
PhysionetMI,34,0,T2,late,8,1.067710378325824,2.24904892494522,0.6937500000000001,0.1742169983095794,0.7023437499999999,0.1585437113178491
PhysionetMI,35,0,T1,early,7,0.957873704726384,1.8504216975667156,0.6544642857142858,0.2222981198337778,0.6339285714285714,0.1139713869390748
PhysionetMI,35,0,T1,mid,7,2.4281681408475784,3.824121521380766,0.8098214285714287,0.4702637123823965,0.540625,0.0827387643429607
PhysionetMI,35,0,T1,late,8,0.984327210952927,2.332881419676386,0.6390625,0.1809736578724926,0.640625,0.1107943618827239
PhysionetMI,35,0,T2,early,7,3.7083158824185016,7.641581253769225,1.0357142857142856,0.6885034421089835,0.6044642857142856,0.1457245707154565
PhysionetMI,35,0,T2,mid,8,1.37356637196778,2.502268072083545,0.5640624999999999,0.1113548487662302,0.60390625,0.1243709759085193
PhysionetMI,35,0,T2,late,8,1.6168650508712952,3.0876764391863207,0.77421875,0.2641768890553023,0.7921875,0.2857923128667914
PhysionetMI,36,0,T1,early,7,5.956299434328201,3.965533531902624,0.9205357142857143,0.2362682883537963,0.6053571428571428,0.1181813721983878
PhysionetMI,36,0,T1,mid,8,1.9250083201635413,1.1414074481821102,1.1890625,0.5554747933918784,0.63671875,0.1461898079926829
PhysionetMI,36,0,T1,late,8,9.486236809457711,2.3993963717373474,1.4052083333333334,0.6359296085368953,0.7526785714285714,0.3905675978232036
PhysionetMI,36,0,T2,early,7,2.5473314311389093,49.88509658931313,0.8927083333333333,0.473853010275573,0.9196428571428572,0.6797323246420354
PhysionetMI,36,0,T2,mid,7,8.452287914558285,1.4999129239480369,0.7160714285714286,0.1647460553552103,0.5982142857142857,0.0811960181742118
PhysionetMI,36,0,T2,late,8,3.861694293496552,1.5037030213532885,0.8796875,0.6027666519630543,0.7375,0.2665058922894576
PhysionetMI,37,0,T1,early,7,12.81852386686594,6.718683337313287,0.9000000000000001,0.3640208245612957,0.7544642857142857,0.2529229635881331
PhysionetMI,37,0,T1,mid,8,2.0048368151088343,1.338248049683291,0.7258928571428572,0.3305404896621932,0.746875,0.3679679206466237
PhysionetMI,37,0,T1,late,8,3.0311312350357267,0.924836988931392,0.9109375,0.2982492861999002,0.671875,0.1070740106188238
PhysionetMI,37,0,T2,early,7,15.228752190066992,5.647132975269712,1.0044642857142858,0.6244793749964193,0.8142857142857142,0.3572232052475691
PhysionetMI,37,0,T2,mid,7,1.0486605834749738,2.408565281956694,0.8321428571428571,0.4536733575008813,0.7593749999999999,0.2285811649247009
PhysionetMI,37,0,T2,late,8,3.605810931069878,1.8525910041957916,0.58984375,0.0843134903110854,0.803125,0.2384438482116911
PhysionetMI,38,0,T1,early,7,1.3244945638227874,6.958256097879722,0.7205357142857143,0.2257110363690165,0.5892857142857143,0.0963458640015443
PhysionetMI,38,0,T1,mid,8,3.140940174055292,4.320443446992528,0.8892857142857142,0.3996750114729696,0.7468750000000001,0.2831532822518574
PhysionetMI,38,0,T1,late,8,2.935963263208559,3.624648227308511,0.828125,0.2222488048336818,0.76640625,0.3412685649139655
PhysionetMI,38,0,T2,early,7,1.2466506123152463,4.37623652063279,0.6651785714285714,0.1536700264879795,0.775892857142857,0.1889358289181265
PhysionetMI,38,0,T2,mid,7,1.445459911497038,5.772064337601536,1.111607142857143,0.6074907091756169,0.6714285714285715,0.1832511797996378
PhysionetMI,38,0,T2,late,8,3.723115246137589,7.426140996810495,0.70625,0.2488365786156506,0.6000000000000001,0.1150747039970123
PhysionetMI,39,0,T1,early,7,1.0185335560914457,1.0752614970461647,0.6526785714285713,0.1344987861260753,0.5883928571428572,0.0986192947963148
PhysionetMI,39,0,T1,mid,8,18.0852432809415,1.036430004014051,0.9151785714285714,0.4236303711096864,0.959375,0.3990100053570086
PhysionetMI,39,0,T1,late,8,1.7978230985372692,0.4309452546567628,0.965625,0.5602472250042833,0.73046875,0.2543841656057575
PhysionetMI,39,0,T2,early,7,0.6512666187711738,57.44683465083995,0.8571428571428571,0.4557473818031302,0.8973214285714286,0.7689993580979779
PhysionetMI,39,0,T2,mid,7,1.5054194307559263,1.40941829307761,0.9178571428571428,0.4354727082055047,0.6785714285714286,0.2957635612844718
PhysionetMI,39,0,T2,late,8,2.619298280447258,19.78178793633093,0.68671875,0.2874394892163174,0.6296875,0.1856878576233513
PhysionetMI,40,0,T1,early,7,7.542837941533205,4.5974377777756805,0.6607142857142857,0.1657543055124613,0.6785714285714286,0.1449621695900171
PhysionetMI,40,0,T1,mid,7,2.1802434455483497,2.294341714538972,0.5357142857142857,0.0653556791405182,0.6375000000000001,0.194540438322877
PhysionetMI,40,0,T1,late,7,0.9178721940394224,1.5666800903477478,0.7455357142857143,0.2727119565117924,0.6875,0.3326536970226803
PhysionetMI,40,0,T2,early,8,2.0484080536473965,1.0625625830012748,0.6226562499999999,0.1687481915412355,0.6742187500000001,0.1577254555737199
PhysionetMI,40,0,T2,mid,8,0.811619329352895,1.2454344847364984,0.9828125,0.652951158084393,0.73125,0.241758692966768
PhysionetMI,40,0,T2,late,8,3.008570724318494,3.1259860429908044,0.6953125,0.1752996875888545,0.9234375,0.4587447845411978
PhysionetMI,41,0,T1,early,8,127.20750168071278,4.70750189215356,0.6895833333333332,0.3078966502289724,0.7765625,0.2657490519150539
PhysionetMI,41,0,T1,mid,8,12.127479936806433,4.326550822804657,0.84921875,0.654875327322642,0.6544642857142857,0.159053923278252
PhysionetMI,41,0,T1,late,8,1.915708598609566,11.500554319422625,0.8648437499999999,0.4696755186013399,0.64453125,0.1507933932933983
PhysionetMI,41,0,T2,early,7,4.221081784326458,3.4270621177667784,0.6446428571428572,0.1636098286179903,0.9321428571428572,0.3378871551151904
PhysionetMI,41,0,T2,mid,7,3.53786345381225,2.0677676607191,0.9071428571428573,0.5972166521387667,0.6883928571428571,0.2127999084125934
PhysionetMI,41,0,T2,late,7,1.7238596400227617,1.7746044384579058,0.6455357142857142,0.1696804469632039,0.78125,0.3140852648110518
PhysionetMI,42,0,T1,early,7,5.513916257503369,1.33289020018346,0.7571428571428572,0.2820806893534586,0.7544642857142857,0.3357380310751287
PhysionetMI,42,0,T1,mid,7,3.877022220434668,0.6422751430593056,1.0214285714285716,0.5419650211809555,0.5857142857142856,0.1213169129484712
PhysionetMI,42,0,T1,late,8,21.146270564419574,1.6340612911773928,0.7234375,0.52799323430206,0.56640625,0.1093722097858386
PhysionetMI,42,0,T2,early,7,3.161747522838461,54.69779636704372,0.7517857142857143,0.3011643010459403,0.5375,0.0329027245940862
PhysionetMI,42,0,T2,mid,8,1.4801425624761828,7.442726364909229,1.05078125,0.4836530658291514,0.6553571428571429,0.2619984275151439
PhysionetMI,42,0,T2,late,8,3.302122101797476,8.066054094737584,0.85234375,0.4431877765388362,0.55703125,0.0360984845379622
PhysionetMI,43,0,T1,early,7,1.8074692923630853,2.796982760447148,0.5785714285714285,0.1270746205332656,0.6491071428571429,0.162617696780278
PhysionetMI,43,0,T1,mid,8,3.546267586489986,0.7415910287014246,0.8531249999999999,0.547651234820118,0.6625,0.255300942866593
PhysionetMI,43,0,T1,late,8,164.02097926958766,1.240557039173258,0.79375,0.2570680539759851,0.6617187499999999,0.3413472489063556
PhysionetMI,43,0,T2,early,7,1.8158267945546305,7.727755702786273,0.9142857142857144,0.6222144558603832,0.5803571428571429,0.096097314621955
PhysionetMI,43,0,T2,mid,7,0.769461254114967,24.947572066049947,0.7776785714285716,0.4556301702486527,0.5946428571428571,0.1064037003537921
PhysionetMI,43,0,T2,late,8,1.6974146548914335,4.118321117542999,0.86171875,0.4073355388508809,0.7093750000000001,0.2415162067543294
PhysionetMI,44,0,T1,early,7,6.552921529982936,5.219582128336119,0.7885416666666667,0.2748677870308236,0.6598214285714287,0.0860113898485163
PhysionetMI,44,0,T1,mid,7,2.7668448407996378,4.175366723297403,0.8375,0.1462197262113882,0.5875,0.1131430036975962
PhysionetMI,44,0,T1,late,8,2.2868383681219195,1.2111709830315391,0.571875,0.1342780658124525,0.69296875,0.2197841070481155
PhysionetMI,44,0,T2,early,7,1.6939632288104984,46.01683514038192,0.6169642857142856,0.2083286564100883,0.7205357142857143,0.2136971082668941
PhysionetMI,44,0,T2,mid,8,2.4987323453739365,3.738962653710836,0.76484375,0.4207500916796542,0.65859375,0.1658882783635947
PhysionetMI,44,0,T2,late,8,47.99623157721564,49.06952554797714,0.6919642857142857,0.215310051709963,0.75859375,0.3871840634936276
PhysionetMI,45,0,T1,early,7,53.90784965851653,12.734730788715604,0.8383928571428572,0.300639730323488,0.7517857142857143,0.1860573753947301
PhysionetMI,45,0,T1,mid,8,4.568611669474403,2.680108142314868,1.015625,0.794266564196177,0.6359375,0.1558040511146934
PhysionetMI,45,0,T1,late,8,3.3415298277113985,13.681978827662997,0.77578125,0.2778340736139783,0.6453125,0.1494700926397986
PhysionetMI,45,0,T2,early,7,2.2361274364728816,94.92457888528672,0.9071428571428573,0.4082085832622577,0.584375,0.1027455138923349
PhysionetMI,45,0,T2,mid,7,6.715078593743417,1.2521764053647613,0.8098214285714286,0.3297702315434868,0.7428571428571429,0.3243026269976101
PhysionetMI,45,0,T2,late,8,4.627344471137067,1.0093641262725122,0.8929687499999999,0.3995656516280365,0.5874999999999999,0.0880562675225335
PhysionetMI,46,0,T1,early,7,0.7520998504766695,1.093407812088151,0.5982142857142857,0.1156654989746779,0.6839285714285713,0.1903021898701845
PhysionetMI,46,0,T1,mid,8,0.4956945360441193,1.6383836038659003,0.575,0.1802775637731994,0.6071428571428571,0.1351433007392296
PhysionetMI,46,0,T1,late,8,1.1090775686941332,2.995885637637248,1.01640625,0.7498433267346168,0.7046875,0.1867105777500299
PhysionetMI,46,0,T2,early,7,1.5713859888602877,2.4189525773112144,0.7669642857142857,0.4394689658426127,0.7937500000000001,0.4145107916913279
PhysionetMI,46,0,T2,mid,7,0.5285118246518602,0.8122961078176418,0.6482142857142856,0.3107938116619231,0.7026785714285715,0.2159090298798859
PhysionetMI,46,0,T2,late,8,1.1765334948660229,5.669168384794319,0.684375,0.2387099115558463,0.5914062499999999,0.0932244383111933
PhysionetMI,47,0,T1,early,8,5.014957762568323,13.085816979728769,1.17890625,0.8617520392482036,0.9053571428571427,0.5116110383795845
PhysionetMI,47,0,T1,mid,8,5.5216578560872245,1.308709968273501,1.02421875,0.2710374581325199,1.3151785714285713,0.947876251287636
PhysionetMI,47,0,T1,late,8,4.125336873851899,0.7061795517615109,0.7984375,0.2972982180719387,0.73125,0.2013382958480576
PhysionetMI,47,0,T2,early,7,21.658830096366177,4.609460261948097,0.5696428571428571,0.1133119790306247,0.7223214285714284,0.2092678868565068
PhysionetMI,47,0,T2,mid,7,11.951580971127544,2.2828059497314044,0.5607142857142857,0.0939411316968759,1.078125,0.5647726081869882
PhysionetMI,47,0,T2,late,7,1.2857939077630087,0.7881130898508607,0.8739583333333334,0.3733543172116207,0.6875,0.1732614534453638
PhysionetMI,48,0,T1,early,7,6.669578124896165,9.37204777133978,0.5964285714285714,0.1404654707370738,0.5642857142857143,0.0814019380002963
PhysionetMI,48,0,T1,mid,7,22.27776964103452,8.316590460080123,0.5410714285714285,0.0472286826979935,0.5875000000000001,0.0828482907833003
PhysionetMI,48,0,T1,late,8,6.199893403436261,18.536561106811728,0.5705357142857144,0.0701333460237695,0.6296875,0.226745615654967
PhysionetMI,48,0,T2,early,7,1.8182820823690735,6.500443620113787,0.5794642857142857,0.1007070032828108,0.6035714285714285,0.0918471861966652
PhysionetMI,48,0,T2,mid,8,21.187407715921378,71.84386404333408,0.78515625,0.2288289118499616,0.7062499999999999,0.1527098965358826
PhysionetMI,48,0,T2,late,8,2.218434493790815,5.187576049624054,0.6265624999999999,0.1700973411572032,0.96015625,0.4716984096310242
PhysionetMI,49,0,T1,early,7,0.8583881387504376,1.7243981598385676,0.5982142857142857,0.1000398517530664,0.7607142857142858,0.247841446600566
PhysionetMI,49,0,T1,mid,8,6.243392204465441,0.63919485731243,0.69296875,0.2893864316721458,0.56796875,0.1352239714730251
PhysionetMI,49,0,T1,late,8,0.8970258553336422,2.406616478500293,0.86953125,0.3023094295766135,0.7726562499999999,0.3017678623933262
PhysionetMI,49,0,T2,early,7,1.502285338637605,2.0427722726062334,0.5794642857142858,0.1167220774632928,0.6437499999999999,0.1403916715071497
PhysionetMI,49,0,T2,mid,7,4.6145310210526205,3.19129374169769,0.7062499999999999,0.2885623488375894,0.5741071428571428,0.0566383983112632
PhysionetMI,49,0,T2,late,8,0.8106089780949429,1.250106539162783,0.68203125,0.1809922062160067,0.60078125,0.1024331670453349
PhysionetMI,50,0,T1,early,7,1.0459078426265749,1.4590483198811752,0.5848214285714286,0.1397485442222741,0.7142857142857144,0.1238660299167892
PhysionetMI,50,0,T1,mid,8,37.28965669514756,2.647793701454349,0.6982142857142858,0.2091840623440885,0.5914062499999999,0.0667271657455754
PhysionetMI,50,0,T1,late,8,3.205291979936058,1.390431931401323,0.73125,0.3173529433060295,0.6366071428571428,0.1486707686432662
PhysionetMI,50,0,T2,early,7,1.584261074334725,2.2039641352954358,1.1616071428571428,0.7680377694528587,0.5803571428571429,0.0623595360365508
PhysionetMI,50,0,T2,mid,7,1.708773590165355,1.535054669882222,0.9401785714285716,0.4914089748999756,0.9366071428571427,0.7123231968247937
PhysionetMI,50,0,T2,late,8,365.48515935009806,1.6704458539040332,0.8671875,0.3244699704421812,0.9339285714285712,0.6160144901224452
PhysionetMI,51,0,T1,early,8,7.920770052689613,1.743329973199397,0.5875,0.1432509453139256,0.6044642857142856,0.0632732775590234
PhysionetMI,51,0,T1,mid,8,6.16004876578884,1.006136482208251,0.66796875,0.1093945295064497,0.6929687499999999,0.1319341358820282
PhysionetMI,51,0,T1,late,8,17.044315959039753,5.543126159392846,0.72421875,0.2398615628564474,0.6578124999999999,0.1875976308319217
PhysionetMI,51,0,T2,early,7,69.84458033852877,2.1623936825534,0.6572916666666667,0.1835492336692135,0.713392857142857,0.2452091984824553
PhysionetMI,51,0,T2,mid,7,4.01622380826202,0.7578244319909694,0.7625000000000001,0.2159127221157395,0.5919642857142857,0.103602212174002
PhysionetMI,51,0,T2,late,7,11.496101016250307,6.116470595468543,1.0366071428571428,0.5372032878240597,0.7508928571428571,0.3086265038481805
PhysionetMI,52,0,T1,early,8,0.9012195781472696,16.214353928293594,0.64453125,0.1725112513314348,0.8035714285714285,0.2311862156931736
PhysionetMI,52,0,T1,mid,8,1.277981077989484,1.5026452032326452,0.7544642857142857,0.4328285586978864,0.525,0.0182981263677849
PhysionetMI,52,0,T1,late,8,1.0301545888065171,3.0504626155637045,0.6,0.1433077435974762,1.1140625,0.5497224974646299
PhysionetMI,52,0,T2,early,7,1.6012743724537652,2.2207531662463507,0.6919642857142857,0.3549194181322669,0.6044642857142856,0.1132767966225264
PhysionetMI,52,0,T2,mid,7,1.6383878230569646,3.1695877466418807,0.8482142857142857,0.7303735153596245,0.6669642857142856,0.144918168323382
PhysionetMI,52,0,T2,late,7,0.9077980402283828,1.6381232900052696,0.5883928571428572,0.1194961787451543,0.6910714285714287,0.3016298202588526
PhysionetMI,53,0,T1,early,7,10.122426345471824,3.7041317360013672,0.7357142857142857,0.1982263509841458,0.8419642857142857,0.2218206494224648
PhysionetMI,53,0,T1,mid,7,1.890604553907333,41.94437289501023,0.925,0.6374299681421595,0.7616071428571428,0.3914890952947398
PhysionetMI,53,0,T1,late,8,1.4800446513487933,5.528475727171689,0.6429687500000001,0.1430157026725999,0.6875,0.1799677550483498
PhysionetMI,53,0,T2,early,7,2.5337291990940107,4.407308813105458,0.6348214285714285,0.2020502374890654,0.6392857142857143,0.1385396686726165
PhysionetMI,53,0,T2,mid,8,1.566691734481109,2.101316642448177,0.6796875,0.2554627770708484,0.5642857142857143,0.0779705105165028
PhysionetMI,53,0,T2,late,8,1.3553876440824786,3.852071977580879,0.721875,0.2527002609318003,0.93984375,0.4797759232427545
PhysionetMI,54,0,T1,early,7,2.468054434455944,12.979117046393672,0.7589285714285714,0.272612549309118,0.6008928571428571,0.0973091407707982
PhysionetMI,54,0,T1,mid,8,0.5596233093067189,5.872431369924097,0.5757812499999999,0.122611456789068,0.71171875,0.2404308774594842
PhysionetMI,54,0,T1,late,8,0.9275841967393992,1.0353475825692944,0.78515625,0.3868938997301941,0.58515625,0.1141774891273998
PhysionetMI,54,0,T2,early,7,0.986456964011012,5.177728101270096,0.5571428571428572,0.0604511102850384,0.6214285714285713,0.1080910425030111
PhysionetMI,54,0,T2,mid,7,18.97109749216947,4.419476609150121,1.0604166666666668,0.7869100523919844,0.7241071428571428,0.2571397569257557
PhysionetMI,54,0,T2,late,8,1.389745426189838,1.0471763302647032,0.73125,0.3052438830263433,0.74296875,0.4745519834127106
PhysionetMI,55,0,T1,early,7,4.989197526382133,5.123387409460723,0.8008928571428572,0.2643098444582626,0.71875,0.1985719103282953
PhysionetMI,55,0,T1,mid,8,5.733682427556901,34.83595418665968,0.9276785714285716,0.4270938069065849,0.6991071428571428,0.2586975570437574
PhysionetMI,55,0,T1,late,8,0.8126861851702746,4.76039516875411,0.91015625,0.643104481420739,0.7109375,0.4109315588924146
PhysionetMI,55,0,T2,early,7,24.84544595514772,6.698378715442862,0.6508928571428572,0.1756184407592035,0.5982142857142857,0.153918834627414
PhysionetMI,55,0,T2,mid,7,1.7861904633928702,6.171778010291806,0.6428571428571429,0.1571377840090196,0.8053571428571429,0.3754079413770833
PhysionetMI,55,0,T2,late,8,0.9227191427364332,2.602636807625095,0.6648437500000001,0.17399088237157,0.6328125,0.243624767508868
PhysionetMI,56,0,T1,early,7,2.226218330084793,4.236754888324945,0.6285714285714287,0.2101991281366023,0.8035714285714286,0.3329531207426128
PhysionetMI,56,0,T1,mid,7,1.9557358257944943,1.9984463143333195,0.7678571428571429,0.3514070659796244,0.93125,0.5192929602559894
PhysionetMI,56,0,T1,late,8,6.220618158709777,2.1978217517827563,1.0453125,0.7097448787900832,0.5960937500000001,0.0805218271553589
PhysionetMI,56,0,T2,early,7,1.797062067230458,2.685010978098525,1.2116071428571429,0.98903265200634,0.6687500000000001,0.1959124713451684
PhysionetMI,56,0,T2,mid,8,0.8415943785190323,1.3988515725064683,0.77578125,0.415383359032277,0.79609375,0.4317811210827049
PhysionetMI,56,0,T2,late,8,1.6929517581043252,3.0163271529420164,1.2531249999999998,0.9175587515249364,0.76875,0.3867305869400557
PhysionetMI,57,0,T1,early,8,1.3316372568813233,2.8008294938404603,0.72265625,0.2761682836576957,0.5901785714285716,0.078337720603728
PhysionetMI,57,0,T1,mid,8,28.71674601428964,16.86159163131581,0.5875,0.093062958719967,0.64921875,0.0916130140096782
